,"('1970-1976', 'ave')","('1970-1976', 'max')","('1970-1976', 'min')","('1976-1982', 'ave')","('1976-1982', 'max')","('1976-1982', 'min')","('1982-1988', 'ave')","('1982-1988', 'max')","('1982-1988', 'min')","('1988-1994', 'ave')","('1988-1994', 'max')","('1988-1994', 'min')","('1994-2000', 'ave')","('1994-2000', 'max')","('1994-2000', 'min')","('2000-2006', 'ave')","('2000-2006', 'max')","('2000-2006', 'min')","('2006-2012', 'ave')","('2006-2012', 'max')","('2006-2012', 'min')","('2012-2018', 'ave')","('2012-2018', 'max')","('2012-2018', 'min')","('2018-2024', 'ave')","('2018-2024', 'max')","('2018-2024', 'min')","('2024-2030', 'ave')","('2024-2030', 'max')","('2024-2030', 'min')","('2030-2038', 'ave')","('2030-2038', 'max')","('2030-2038', 'min')","('2038-2044', 'ave')","('2038-2044', 'max')","('2038-2044', 'min')","('2050-2056', 'ave')","('2050-2056', 'max')","('2050-2056', 'min')","('2056-2062', 'ave')","('2056-2062', 'max')","('2056-2062', 'min')","('2062-2070', 'ave')","('2062-2070', 'max')","('2062-2070', 'min')","('2070-2076', 'ave')","('2070-2076', 'max')","('2070-2076', 'min')","('2076-2082', 'ave')","('2076-2082', 'max')","('2076-2082', 'min')"
DK offwind,0.5224095270890555,0.993583978247,0.0160254132024,0.5105297138990527,0.99322016272,0.0097394183193,0.5139606051764208,0.993858277945,0.0153534283169,0.4933406875861038,0.992057149107,0.0118596676066,,,,0.5182871881466727,0.993249434837,0.0136731556557,0.517418456611126,0.99357905832,0.012427236211,0.48536301336118637,0.993112953528,0.0127783392173,0.4934044570548053,0.993736312542,0.0160273794913,0.49707687754693264,0.993715917813,0.0115051621634,0.5001835264324683,0.993991997554,0.012761306926,0.5197893016042858,0.994615758849,0.0112315379133,0.5068127968448582,0.993395119834,0.0119912914629,0.503131496425663,0.99271172455,0.0138065848314,0.4739360127872943,0.992829154337,0.0142261834814,0.5016286737535509,0.993997747798,0.0104156295095,0.47496648372376743,0.993547342477,0.0109921412725
DK solar,0.09970232972666868,0.744527898491,0.0,0.09795302471608597,0.730653118535,0.0,0.09972268117499694,0.6854418692,0.0,0.10035279037035191,0.747820465261,0.0,,,,0.09664251535525495,0.720256257494,0.0,0.09477818822837611,0.667763658426,0.0,0.09971669963672088,0.68742679396,0.0,0.09530288848945581,0.696377392574,0.0,0.09514883449412602,0.665175456648,0.0,0.09614480929466851,0.672176581686,0.0,0.09238022515297475,0.657611839987,0.0,0.09421958134719881,0.67618390721,0.0,0.0949546210659586,0.662000210076,0.0,0.09785935836723231,0.694520544423,0.0,0.09508454262446138,0.650701202338,0.0,0.0962545602358683,0.650049406751,0.0
DK ror,0.4916845526161977,1.0,0.0,0.5481701043334911,1.0,0.0,0.45190238616177,1.0,0.0,0.49894338466243626,1.0,0.0,,,,0.5062562546563879,1.0,0.0,0.5318063193688523,1.0,0.0,0.42233761085249816,1.0,0.0,0.5164897330198234,1.0,0.0,0.49959312026057273,1.0,0.0,0.4993002490533577,1.0,0.0,0.5998141835837351,1.0,0.0,0.5355049766247245,1.0,0.0,0.4935692515526754,1.0,0.0,0.3868064636485774,1.0,0.0,0.43026109762966064,1.0,0.0,0.46201269347716173,1.0,0.0
EE onwind,0.3268810026796302,0.995500098095,0.00343448888605,0.3162982000573976,0.996232897635,0.00450648098369,0.3197833137269437,0.993734047465,0.00300370250473,0.301785802253842,0.991713352766,0.00468776867094,,,,0.3206502672191863,0.993900624121,0.00485498211223,0.3198000824524103,0.996863923977,0.00287287881485,0.2942873409776015,0.993939476822,0.00236416481068,0.3063813893343783,0.992848672988,0.00410937498833,0.29886898819337937,0.994204028148,0.0036436163599,0.31136477088940573,0.994115565994,0.0042589737176,0.31694938167611186,0.994212845163,0.0041431009971,0.31620026270003126,0.994571050973,0.00445765356332,0.31386652253659064,0.9950486165,0.00407087858863,0.2862492303007119,0.994954997956,0.00321588588458,0.301244699581239,0.990844360283,0.00400179956662,0.30102146309428574,0.991178620481,0.00379696919144
EE offwind,0.43914722509582815,0.974166940461,0.00667807107072,0.4259493229948556,0.976292569394,0.00685222131594,0.44058218977054797,0.978317469657,0.00723073870473,0.4131426002923813,0.971926608445,0.00722560921314,,,,0.44757622435313926,0.974493550225,0.00422370321954,0.4523252935693298,0.974899386534,0.00590921631424,0.41943565800509625,0.980652404131,0.0068392912441,0.42988582920129254,0.976437073049,0.00551725663467,0.4234710183776909,0.976320308077,0.00629997063386,0.4390717496024804,0.974754483563,0.00682548105504,0.4494346478402895,0.975486078517,0.00794343800925,0.4519931604710093,0.975444911403,0.00375050361174,0.44398094273560146,0.977387595199,0.00661996264062,0.41352215110866447,0.979690100927,0.00740152689283,0.43344200294816654,0.97652453077,0.00785779699726,0.4336209966715046,0.976130183342,0.00794026878972
EE solar,0.10436075627077858,0.783297266552,0.0,0.09795707377790691,0.820946313856,0.0,0.10081417199309789,0.790935353097,0.0,0.1029169954762777,0.772438314342,0.0,,,,0.09692682279253202,0.78717369573,0.0,0.09382057031621883,0.80326465135,0.0,0.10040578299112769,0.761164923302,0.0,0.09402764384106964,0.78687342519,0.0,0.09272129716744866,0.77331573097,0.0,0.09615640297560496,0.762315669687,0.0,0.09216832501577248,0.715217469186,0.0,0.08963505124669426,0.720425023118,0.0,0.09297018887080051,0.719501305212,0.0,0.09483073994880688,0.738647153355,0.0,0.09376823226542884,0.781829992338,0.0,0.09160123345864292,0.71136990029,0.0
EE ror,0.39972277976948023,1.0,0.0,0.5174263220557824,1.0,0.0,0.38564487913447976,1.0,0.0,0.36793962214868714,1.0,0.0,,,,0.48987099786504845,1.0,0.0,0.5561168956287931,1.0,0.0,0.312501361681511,1.0,0.0,0.5166206041157467,1.0,0.0,0.5177712508387821,1.0,0.0,0.408389619753381,1.0,0.0,0.4959751178153071,1.0,0.0,0.49995729562299585,1.0,0.0,0.40383482931683895,1.0,0.0,0.3856847471744987,1.0,0.0,0.42118886402846883,1.0,0.0,0.43715653489581197,1.0,0.0
ES onwind,0.2650086954559141,0.953451768126,0.0133126290702,0.272993579140875,0.970160341001,0.0142055212259,0.2628762415159348,0.974126121397,0.0136517662655,0.27095273329754765,0.970180948196,0.0159364962021,,,,0.275886572612284,0.940356526369,0.017433372398,0.26445453412922887,0.968743347923,0.0221873913596,0.2606126876278773,0.964090386199,0.0169480643928,0.27226528318480914,0.965566736621,0.0179734234392,0.2733233159286333,0.961920483929,0.0197852424247,0.2598590192748112,0.954666232446,0.0172589662611,0.2645824273772254,0.971769583461,0.0148367093399,0.2669311491816943,0.960481831416,0.014889655425,0.2603560194127755,0.962966846478,0.0167326251372,0.2662595417584893,0.951042408191,0.019081909412,0.25816827749162585,0.950253584507,0.0146199601823,0.2672489316319291,0.968958020572,0.0154060530709
ES offwind,0.4403817340484276,0.977498322616,0.0399411670885,0.4407806495829546,0.983796619263,0.035052008107,0.4312855791436067,0.988693802363,0.0296526912053,0.43055850733124057,0.975649564524,0.0385561334336,,,,0.4418410642108477,0.981079044528,0.0361202804892,0.43137549981814177,0.987219966844,0.0448562526875,0.4235187723627223,0.982508045237,0.0381285270043,0.43294289590242696,0.984044070239,0.0401631856761,0.4317550287225178,0.972600628754,0.0287158900072,0.424497668835234,0.98800771604,0.0475031249487,0.42944423502223017,0.979983866202,0.0280191697698,0.42866093958905493,0.979656684398,0.0290902768554,0.41895424964449923,0.983634159934,0.0301470628353,0.42750021220289125,0.976423347038,0.0319277738686,0.423302395032408,0.986530380807,0.0354624123574,0.4271288379267653,0.990478266443,0.0307956747446
ES solar,0.14323420301308382,0.654197170739,0.0,0.1427391082413737,0.656844427683,0.0,0.14442993042150398,0.644943418153,0.0,0.14455791384770258,0.661721956133,0.0,,,,0.14341800274082633,0.650745158744,0.0,0.14233952388589777,0.65423451082,0.0,0.14204644650420306,0.671429826929,0.0,0.14338446906495647,0.662992563893,0.0,0.14418029004006394,0.656988162085,0.0,0.14311040772216033,0.644859724758,0.0,0.1435908965124008,0.65855813392,0.0,0.14197652579118433,0.653254955706,0.0,0.14332650993642462,0.644922469367,0.0,0.14088980003910287,0.653309941265,0.0,0.14300054406030102,0.636634659347,0.0,0.1430748850552268,0.647202957098,0.0
ES ror,0.47478240447331294,1.0,0.00138357068524,0.47473729507037293,1.0,0.00111190882122,0.4338810482034803,1.0,0.00120969999235,0.4551961389830855,1.0,0.00142998953271,,,,0.45845854443245826,1.0,0.000858272698738,0.46250926141201915,1.0,0.00127542134949,0.46345261437918633,1.0,0.00126593093733,0.4542654218240258,1.0,0.00170790194567,0.4123180496938505,1.0,0.00101514882691,0.4348493572354373,1.0,0.000921095745116,0.38545834834676584,1.0,0.000803411517188,0.43674113985350504,1.0,0.000710561560308,0.376829937749589,1.0,0.000580690855507,0.42188958366650803,1.0,0.000557283305033,0.35061028541906814,1.0,0.000552401992148,0.3779140059015759,1.0,0.000484021196759
FI onwind,0.32520484158009855,0.994470935668,0.0152059811898,0.31008808850492325,0.986830076325,0.0112748046074,0.31882629582716654,0.990314014359,0.00911221667386,0.31356924017312143,0.984788896985,0.0115420035722,,,,0.3237503182546457,0.987955453124,0.0127779168746,0.3145498005806634,0.99167853742,0.0140387331976,0.3086110266557559,0.988539879285,0.0103787881515,0.30753223739394875,0.985478709035,0.0112035367264,0.29508685465729717,0.978466088666,0.00710381854234,0.3140001205889688,0.990886963255,0.00795176427134,0.31550294471291807,0.991950811994,0.00658189965481,0.314137283126858,0.98698556839,0.00718344590925,0.3190934486400217,0.991125243541,0.00930872009172,0.2974374043624438,0.989034541561,0.00956705738872,0.3142372892083246,0.992823548858,0.00969483153303,0.2993319166741998,0.989859852808,0.00930200279867
FI offwind,0.4279430111752544,0.966710473829,0.00627974810067,0.41616721845317645,0.967717825058,0.00785923495888,0.4317797356093409,0.968772416558,0.0102044838353,0.4095249496975504,0.967299971891,0.00940420449144,,,,0.4344762433674617,0.967158605294,0.01128989803,0.43604545073898565,0.967524208316,0.0119605594912,0.4243943488327039,0.969065634756,0.00805252189772,0.4221998471225711,0.967800823536,0.0125514695322,0.41405119265963863,0.968595879234,0.010806936767,0.436792294196844,0.970156481505,0.0100418805213,0.4406571114313025,0.967357007271,0.00950330203673,0.4428700953029061,0.970523187155,0.0121930584424,0.43406628898301375,0.96749536639,0.0113399727326,0.41404736339562326,0.974864178401,0.0109135550634,0.4391767955807611,0.970342442213,0.00967831204632,0.4178131826494345,0.97227862029,0.0104676351516
FI solar,0.1007522653606781,0.777924496913,0.0,0.09731402983401068,0.755392919567,0.0,0.09716647424290407,0.777588466017,0.0,0.09943341515008032,0.768292659711,0.0,,,,0.09415572540321372,0.727773867531,0.0,0.09284718925331627,0.75501905556,0.0,0.09686673366452371,0.75364710801,0.0,0.09174673885973665,0.75703723814,0.0,0.09166113461189355,0.767446108012,0.0,0.09192486923721195,0.752258061112,0.0,0.08852889034938567,0.719202070372,0.0,0.08732095667295738,0.718714171976,0.0,0.08918242616853032,0.736257916232,0.0,0.08962432433591976,0.721206155223,0.0,0.0877880000416862,0.702190801899,0.0,0.08758888122113481,0.711778452621,0.0
FI ror,0.6362260436044811,1.0,0.0,0.6030087057135896,1.0,0.00270187787636,0.630174526891378,1.0,0.00416883197987,0.6106481584544228,1.0,0.00251775941919,,,,0.6599257477505729,1.0,0.0,0.6462475082846307,1.0,0.00268024936287,0.6623545553563058,1.0,0.00491774135137,0.6574085125921579,1.0,0.0,0.6903394873241167,1.0,0.0044358846682,0.7217639121343182,1.0,0.0,0.7201545768895984,1.0,0.00344387631948,0.7527750703071995,1.0,0.0147394139182,0.7049054671946752,1.0,0.00508186637115,0.6997622290500085,1.0,0.0,0.7367965114701565,1.0,0.00690866403048,0.7302350037350744,1.0,0.00966486433268
FR onwind,0.2800361754485849,0.94466824614,0.0128440472382,0.2875540886688821,0.961134898552,0.0158984194143,0.28064972920013465,0.959891171274,0.015368815956,0.2797702702355594,0.967807370371,0.0177921316611,,,,0.2870135793387751,0.951231145653,0.0141864234932,0.27613142929929996,0.946025433724,0.0184734273002,0.26717206897942897,0.969032107954,0.0134004459008,0.27996916923783505,0.959863369839,0.0155688969201,0.27765121729741593,0.964666113869,0.0171419096448,0.2728818394922345,0.954297059414,0.0140399850648,0.28317009864574244,0.95803516896,0.0184582810861,0.2773987506990491,0.94591908532,0.0123469603438,0.2754578420128166,0.964363206683,0.0169763632953,0.2601380254413127,0.958712536885,0.00969251374687,0.2648535101761837,0.947465346778,0.0126513625452,0.27403938985199133,0.959832131299,0.0171530831183
FR offwind,0.46996444196139386,0.989733337259,0.0201785305183,0.4766313446608113,0.990611874747,0.0219949448022,0.4717593124200033,0.988428295489,0.0230638231,0.4660558581879611,0.988868058823,0.0212813467132,,,,0.47001734172754406,0.994891632279,0.0208548937697,0.4657661946455719,0.992089753273,0.034326952987,0.4452893070867717,0.993483319306,0.0254369792838,0.4664791660687454,0.990737608115,0.0261673519748,0.4550288494953341,0.991167283136,0.0190072142414,0.45898467121597053,0.988817250012,0.0265061151234,0.46650014696526565,0.994175419522,0.0248392224259,0.4590274772743964,0.989092588193,0.0200965128903,0.44602735461494836,0.989765481915,0.0297570609729,0.4409184374863436,0.993807865651,0.0175543654011,0.4426218706791393,0.986286426,0.0234571622502,0.44574564442850934,0.992190724813,0.0208044930662
FR solar,0.11461161829078059,0.646310367312,0.0,0.11354506996607104,0.638152176764,0.0,0.11640514883600529,0.646227052702,0.0,0.11555635436039562,0.636633037951,0.0,,,,0.11347095836112767,0.639022579128,0.0,0.11427650982724973,0.628225054891,0.0,0.11501880564690604,0.645866770678,0.0,0.1133712704224706,0.642124463252,0.0,0.11523367982894071,0.633907266957,0.0,0.11359048202959629,0.645108416299,0.0,0.1110758056042174,0.631355630892,0.0,0.11529148570763328,0.627778341389,0.0,0.11527550127776431,0.634422974034,0.0,0.11564396479090527,0.638325483493,0.0,0.11657122589959105,0.633352263123,0.0,0.11379390303028727,0.617866041792,0.0
FR ror,0.6032187444311117,1.0,0.00185456816798,0.6319479186179783,1.0,0.00117189163634,0.5835804263845564,1.0,0.00227213227491,0.6342658432073106,1.0,0.00199077106728,,,,0.6435990594526793,1.0,0.00122656865367,0.6071294317445252,1.0,0.00341115700106,0.6138746984118667,1.0,0.00250739214965,0.6260746973962813,1.0,0.00181978054165,0.5695061555207452,1.0,0.00231084109473,0.606258235129412,1.0,0.0055517723126,0.5948328035204917,1.0,0.00195013522833,0.6018323723568968,1.0,0.00268940594291,0.5475744265548017,1.0,0.00167694744293,0.5724986767731045,1.0,0.00175494537258,0.5173175598556468,1.0,0.000693827179156,0.5886355054828958,1.0,0.00283162998578
GB onwind,0.4043158805405883,0.990993400165,0.0159064724731,0.40675377062508494,0.987680400931,0.013964224074,0.3953481069900055,0.989968259953,0.0128142641622,0.3908454040934224,0.992395388622,0.0173007411469,,,,0.394797480414756,0.99204990839,0.0113234072739,0.41059773564268015,0.991756147654,0.0140166823713,0.3809048321044499,0.987670311855,0.0134874989998,0.39554204196365306,0.9933683098,0.0130570653516,0.385716731539387,0.989425622725,0.0119029676553,0.3959270953238352,0.990863031722,0.0115620409873,0.40875549051293847,0.990021026195,0.012241483775,0.39082543318110263,0.989520811176,0.0147832909627,0.3887271143271167,0.990868935948,0.0145156695244,0.3542065844186007,0.990563590126,0.0172900130789,0.38695120233927066,0.992295286292,0.0165265879431,0.3713643356469026,0.99148617594,0.0129537922277
GB offwind,0.571643209104491,0.982426366325,0.0596733605207,0.5678177735945151,0.984711975267,0.0580570940673,0.5632608942960768,0.986003746092,0.0540098586887,0.5550120068796217,0.983826881247,0.0460988181705,,,,0.5624748049967659,0.989782075489,0.0509028660727,0.5795853167006707,0.982698623609,0.0703578365966,0.555039876442067,0.986031922873,0.0550457351806,0.5599467214526593,0.988861798516,0.0527733489566,0.5589724932023922,0.982354492013,0.0370459098933,0.5673742194942495,0.990882609276,0.0584624025537,0.5778173338286522,0.986403851363,0.0587852743072,0.5589718581230164,0.990436415262,0.0468987203576,0.5596362148247888,0.98698196918,0.0343552441283,0.5317902953569166,0.988406750417,0.0443038368148,0.5610078022669992,0.989673475529,0.0425760883631,0.5358652456831229,0.990726814054,0.053934605519
GB solar,0.09720891975832659,0.646571739452,0.0,0.09862902308799969,0.669023240646,0.0,0.09981467728065571,0.658436397157,0.0,0.09867197687754596,0.697746781668,0.0,,,,0.09659202750641456,0.608030488707,0.0,0.09615586036556865,0.642929015997,0.0,0.09979582651085281,0.621080531998,0.0,0.09746628364965791,0.63149147308,0.0,0.09690847386760278,0.631201790199,0.0,0.09743507636661881,0.607278445127,0.0,0.09515401254991879,0.60667015844,0.0,0.09694352300658032,0.616264914184,0.0,0.09769252696603928,0.610661481198,0.0,0.09783993177161508,0.644316954789,0.0,0.09651340606526268,0.618307204977,0.0,0.09722560357768592,0.623706450261,0.0
GB ror,0.3761823524469523,1.0,0.00147776583204,0.3799835790703745,1.0,0.00064422666133,0.3631417379206777,1.0,0.000990042204602,0.364083657340284,1.0,0.00249328256814,,,,0.351252311039754,1.0,0.00319217244166,0.39715018823149645,1.0,0.000748012379965,0.3339085883306783,1.0,0.00159430440913,0.37915641060715466,1.0,0.00274567193338,0.36375938933702595,1.0,0.00162118660817,0.38364953747170505,1.0,0.00138682362291,0.39151653509378487,1.0,0.00398553966405,0.3812114862839616,1.0,0.000973992205159,0.36600109548528037,1.0,0.000386102918091,0.31264498285555703,1.0,0.000577376844984,0.36258866364851394,1.0,0.000301730099103,0.33615968706500293,1.0,0.000652048856654
GR onwind,0.27706481756794793,0.968629650879,0.0111495932663,0.26811628532907134,0.952678122716,0.0118914093896,0.27460642016536685,0.960052828808,0.0151606740532,0.2716158292626442,0.95835921149,0.0108140394965,,,,0.27113168438605356,0.98059589418,0.00928669988069,0.2677384137585266,0.942337768011,0.010465171036,0.2751186732913481,0.971642145156,0.0127618623917,0.27288781133177753,0.959603201399,0.0111683693375,0.269346673861224,0.919328053028,0.0115020982165,0.2699979192461385,0.950376388816,0.00771322290664,0.2676331468617553,0.958591309092,0.00938518146877,0.2654349255242482,0.937132384524,0.0114096959542,0.27015790733206796,0.970626235898,0.010467614792,0.2784979869811037,0.970990157808,0.00982926061807,0.27631143881643916,0.968166641689,0.00981230829665,0.2750405020301762,0.957891232645,0.00901810824438
GR offwind,0.3568010430656191,0.98045894293,0.012887620128,0.33838511795981197,0.979248269974,0.0175762446378,0.3436568266666449,0.981987153218,0.0153375913083,0.34824135894676506,0.983549677228,0.0200872933244,,,,0.3441419289515169,0.980063032089,0.0114545518503,0.34277837553477175,0.976381371578,0.0160407008759,0.35964251704754274,0.973645944312,0.023657915396,0.3492787978425165,0.982626318708,0.0169443233498,0.35574435034534674,0.970338549131,0.0161693440665,0.34449755658282444,0.983658413988,0.0119903240264,0.34008058215507514,0.984484474096,0.0104744443948,0.3441407514716214,0.974987739895,0.0150064283484,0.34870919012906654,0.986903456063,0.0177396246903,0.3553919882916904,0.978976745489,0.0205318341229,0.3585010127438303,0.975614151376,0.0165054542902,0.3451483152142031,0.979721629767,0.0129550633495
GR solar,0.15308792489983974,0.718600641624,0.0,0.15226021415342217,0.71186435364,0.0,0.15228902034531316,0.709823149221,0.0,0.1503573631703169,0.711186349942,0.0,,,,0.15253988014281442,0.696651450803,0.0,0.15286673023915137,0.696369360038,0.0,0.15145872932490168,0.709755188332,0.0,0.15181832002081902,0.700652730216,0.0,0.15181685213149068,0.704192023217,0.0,0.1515394634250497,0.688952790367,0.0,0.15128074667789226,0.705579251631,0.0,0.15275119567180734,0.69388925334,0.0,0.1515509833364086,0.683525166446,0.0,0.15173051973774024,0.694798662917,0.0,0.14986726794137137,0.684338241481,0.0,0.1515494736407746,0.701321265471,0.0
GR ror,0.3824655886286874,1.0,0.000129064200611,0.3970320194319276,1.0,0.000367892870494,0.40094737288621723,1.0,0.000482433644089,0.46167597836996377,1.0,0.000178830894181,,,,0.36569926628662763,1.0,7.95714942953e-05,0.36688552301455785,1.0,0.000303673190527,0.3830319818418447,1.0,0.000480427502009,0.4040348875045463,1.0,0.000435386988894,0.3932104383376167,1.0,0.000199740835245,0.3632531475789374,1.0,0.000452503045722,0.36014979975267686,1.0,0.000286968018123,0.28805039556654755,1.0,0.000251070244908,0.3207370527875066,1.0,0.000414394754493,0.2971759512106846,1.0,0.000389249488924,0.3365236907284235,1.0,0.000207174138107,0.28955266649519307,1.0,0.000404406607892
HR onwind,0.23438582089132337,0.977270098844,0.00531245902889,0.24014978202696327,0.9730126157,0.006466784623,0.22860096741486993,0.970756798502,0.00632679685483,0.236898560077392,0.974433750629,0.00600547744455,,,,0.22621381753562841,0.969571981203,0.00462574562931,0.22117974353287262,0.958417084342,0.00642053918092,0.21830530569333262,0.961929393213,0.00702683300977,0.2215258741446854,0.969442812049,0.00768007922133,0.2220903588236641,0.963565741359,0.00649518821024,0.2226050180420566,0.984401339618,0.00578650479812,0.22998461607676457,0.960346854858,0.00680369695147,0.21972362255783837,0.970522690958,0.00584482047906,0.211027948766008,0.929759353167,0.00472627638903,0.2238578040942088,0.980532907265,0.00699499348167,0.22390871537008203,0.944756192969,0.00663007786341,0.22495490658048467,0.97999875537,0.00564523645015
